level_0,index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link,competition_link_check,results_link_check,TotalParticipantsInt,Date,Year,Time,Status
2937,745,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,38,4X50m Medley Relay Mix,Mix 13-14,00:00.00,06/03/2024 19:48:00,105,80,/LeagueTable/AthleticsDisciplineResults/47690?isModal=True,1,1,80,2024-03-06 00:00:00,2024,19:48:00,Passed
2938,746,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,39,50m Freestyle,Girls 12,00:37.50,07/03/2024 09:30:00,30,30,/LeagueTable/AthleticsDisciplineResults/47682?isModal=True,1,1,30,2024-03-07 00:00:00,2024,09:30:00,Passed
2939,747,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,40,50m Freestyle,Boys 12,00:53.50,07/03/2024 09:34:30,31,30,/LeagueTable/AthleticsDisciplineResults/47684?isModal=True,1,1,30,2024-03-07 00:00:00,2024,09:34:30,Passed
2940,748,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,41,50m Freestyle,Girls 13,00:35.50,07/03/2024 09:39:00,30,30,/LeagueTable/AthleticsDisciplineResults/47683?isModal=True,1,1,30,2024-03-07 00:00:00,2024,09:39:00,Passed
2941,749,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,42,50m Freestyle,Boys 13,00:34.00,07/03/2024 09:43:30,30,30,/LeagueTable/AthleticsDisciplineResults/47685?isModal=True,1,1,30,2024-03-07 00:00:00,2024,09:43:30,Passed
2942,750,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,44,50m Freestyle,Boys 14,00:33.00,07/03/2024 09:48:00,30,30,/LeagueTable/AthleticsDisciplineResults/47686?isModal=True,1,1,30,2024-03-07 00:00:00,2024,09:48:00,Passed
2943,751,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,45,100m Backstroke,Girls 12,01:40.00,07/03/2024 09:52:30,30,30,/LeagueTable/AthleticsDisciplineResults/47620?isModal=True,1,1,30,2024-03-07 00:00:00,2024,09:52:30,Passed
2944,752,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,46,100m Backstroke,Boys 12,01:35.00,07/03/2024 10:00:00,30,30,/LeagueTable/AthleticsDisciplineResults/47644?isModal=True,1,1,30,2024-03-07 00:00:00,2024,10:00:00,Passed
2945,753,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,47,100m Backstroke,Girls 13,01:35.00,07/03/2024 10:07:30,30,30,/LeagueTable/AthleticsDisciplineResults/47632?isModal=True,1,1,30,2024-03-07 00:00:00,2024,10:07:30,Passed
2946,754,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,48,100m Backstroke,Boys 13,01:30.00,07/03/2024 10:15:00,30,30,/LeagueTable/AthleticsDisciplineResults/47656?isModal=True,1,1,30,2024-03-07 00:00:00,2024,10:15:00,Passed
2947,755,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,50,100m Backstroke,Boys 14,01:25.00,07/03/2024 10:22:30,30,30,/LeagueTable/AthleticsDisciplineResults/47668?isModal=True,1,1,30,2024-03-07 00:00:00,2024,10:22:30,Passed
2948,756,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,51,200m Breaststroke,Girls 12,03:40.00,07/03/2024 10:30:00,17,17,/LeagueTable/AthleticsDisciplineResults/47627?isModal=True,1,1,17,2024-03-07 00:00:00,2024,10:30:00,Passed
2949,757,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,52,200m Breaststroke,Boys 12,03:35.00,07/03/2024 10:41:30,27,27,/LeagueTable/AthleticsDisciplineResults/47651?isModal=True,1,1,27,2024-03-07 00:00:00,2024,10:41:30,Passed
2950,758,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,53,200m Breaststroke,Girls 13,03:30.00,07/03/2024 10:53:30,25,25,/LeagueTable/AthleticsDisciplineResults/47639?isModal=True,1,1,25,2024-03-07 00:00:00,2024,10:53:30,Passed
2951,759,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,54,200m Breaststroke,Boys 13,03:25.00,07/03/2024 11:05:30,28,28,/LeagueTable/AthleticsDisciplineResults/47663?isModal=True,1,1,28,2024-03-07 00:00:00,2024,11:05:30,Passed
2952,760,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,56,200m Breaststroke,Boys 14,03:15.00,07/03/2024 11:17:30,31,30,/LeagueTable/AthleticsDisciplineResults/47675?isModal=True,1,1,30,2024-03-07 00:00:00,2024,11:17:30,Passed
2953,761,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,57,4X100m Freestyle Relay Mix,Mix 12,00:00.00,07/03/2024 11:28:00,101,77,/LeagueTable/AthleticsDisciplineResults/47687?isModal=True,1,1,77,2024-03-07 00:00:00,2024,11:28:00,Passed
2954,762,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,58,4X100m Freestyle Relay Mix,Mix 13-14,00:00.00,07/03/2024 11:40:00,105,80,/LeagueTable/AthleticsDisciplineResults/47689?isModal=True,1,1,80,2024-03-07 00:00:00,2024,11:40:00,Passed
2955,763,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,59,200m Freestyle,Girls 12,03:00.00,07/03/2024 17:00:00,23,23,/LeagueTable/AthleticsDisciplineResults/47626?isModal=True,1,1,23,2024-03-07 00:00:00,2024,17:00:00,Passed
2956,764,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,60,200m Freestyle,Boys 12,02:55.00,07/03/2024 17:10:30,30,30,/LeagueTable/AthleticsDisciplineResults/47650?isModal=True,1,1,30,2024-03-07 00:00:00,2024,17:10:30,Passed
2957,765,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,61,200m Freestyle,Girls 13,02:50.00,07/03/2024 17:19:30,30,30,/LeagueTable/AthleticsDisciplineResults/47638?isModal=True,1,1,30,2024-03-07 00:00:00,2024,17:19:30,Passed
2958,766,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,62,200m Freestyle,Boys 13,02:45.00,07/03/2024 17:28:30,30,30,/LeagueTable/AthleticsDisciplineResults/47662?isModal=True,1,1,30,2024-03-07 00:00:00,2024,17:28:30,Passed
2959,767,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,64,200m Freestyle,Boys 14,02:35.00,07/03/2024 17:37:30,30,30,/LeagueTable/AthleticsDisciplineResults/47674?isModal=True,1,1,30,2024-03-07 00:00:00,2024,17:37:30,Passed
2960,768,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,65,100m Individual Medley,Girls 12,01:40.00,07/03/2024 17:46:30,31,30,/LeagueTable/AthleticsDisciplineResults/47623?isModal=True,1,1,30,2024-03-07 00:00:00,2024,17:46:30,Passed
2961,769,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,66,100m Individual Medley,Boys 12,01:35.00,07/03/2024 17:52:30,30,29,/LeagueTable/AthleticsDisciplineResults/47647?isModal=True,1,1,29,2024-03-07 00:00:00,2024,17:52:30,Passed
2962,770,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,67,100m Individual Medley,Girls 13,01:40.00,07/03/2024 17:58:30,30,30,/LeagueTable/AthleticsDisciplineResults/47635?isModal=True,1,1,30,2024-03-07 00:00:00,2024,17:58:30,Passed
2963,771,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,68,100m Individual Medley,Boys 13,01:30.00,07/03/2024 18:04:30,30,30,/LeagueTable/AthleticsDisciplineResults/47659?isModal=True,1,1,30,2024-03-07 00:00:00,2024,18:04:30,Passed
2964,772,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,70,100m Individual Medley,Boys 14,01:25.00,07/03/2024 18:10:30,31,30,/LeagueTable/AthleticsDisciplineResults/47671?isModal=True,1,1,30,2024-03-07 00:00:00,2024,18:10:30,Passed
2965,773,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,71,200m Backstroke,Girls 12,03:20.00,07/03/2024 18:16:30,24,24,/LeagueTable/AthleticsDisciplineResults/47625?isModal=True,1,1,24,2024-03-07 00:00:00,2024,18:16:30,Passed
2966,774,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,72,200m Backstroke,Boys 12,03:15.00,07/03/2024 18:28:30,30,30,/LeagueTable/AthleticsDisciplineResults/47649?isModal=True,1,1,30,2024-03-07 00:00:00,2024,18:28:30,Passed
2967,775,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,73,200m Backstroke,Girls 13,03:10.00,07/03/2024 18:40:00,30,30,/LeagueTable/AthleticsDisciplineResults/47637?isModal=True,1,1,30,2024-03-07 00:00:00,2024,18:40:00,Passed
2968,776,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,74,200m Backstroke,Boys 13,03:10.00,07/03/2024 18:52:00,30,30,/LeagueTable/AthleticsDisciplineResults/47661?isModal=True,1,1,30,2024-03-07 00:00:00,2024,18:52:00,Passed
2969,777,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,76,200m Backstroke,Boys 14,03:00.00,07/03/2024 19:04:00,30,30,/LeagueTable/AthleticsDisciplineResults/47673?isModal=True,1,1,30,2024-03-07 00:00:00,2024,19:04:00,Passed
2970,778,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,77,100m Butterfly,Girls 12,01:45.00,08/03/2024 09:30:00,22,21,/LeagueTable/AthleticsDisciplineResults/47624?isModal=True,1,1,21,2024-03-08 00:00:00,2024,09:30:00,Passed
2971,779,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,78,100m Butterfly,Boys 12,01:40.00,08/03/2024 09:36:00,32,29,/LeagueTable/AthleticsDisciplineResults/47648?isModal=True,1,1,29,2024-03-08 00:00:00,2024,09:36:00,Passed
2972,780,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,79,100m Butterfly,Girls 13,01:40.00,08/03/2024 09:42:00,31,30,/LeagueTable/AthleticsDisciplineResults/47636?isModal=True,1,1,30,2024-03-08 00:00:00,2024,09:42:00,Passed
2973,781,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,80,100m Butterfly,Boys 13,01:35.00,08/03/2024 09:48:00,31,30,/LeagueTable/AthleticsDisciplineResults/47660?isModal=True,1,1,30,2024-03-08 00:00:00,2024,09:48:00,Passed
2974,782,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,82,100m Butterfly,Boys 14,01:30.00,08/03/2024 09:54:00,30,30,/LeagueTable/AthleticsDisciplineResults/47672?isModal=True,1,1,30,2024-03-08 00:00:00,2024,09:54:00,Passed
2975,783,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,83,400m Individual Medley,Girls 12,06:40.00,08/03/2024 10:00:00,7,6,/LeagueTable/AthleticsDisciplineResults/47631?isModal=True,1,1,6,2024-03-08 00:00:00,2024,10:00:00,Passed
2976,784,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,84,400m Individual Medley,Boys 12,06:30.00,08/03/2024 10:07:00,18,18,/LeagueTable/AthleticsDisciplineResults/47655?isModal=True,1,1,18,2024-03-08 00:00:00,2024,10:07:00,Passed
2977,785,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,85,400m Individual Medley,Girls 13,06:20.00,08/03/2024 10:21:00,13,13,/LeagueTable/AthleticsDisciplineResults/47643?isModal=True,1,1,13,2024-03-08 00:00:00,2024,10:21:00,Passed
2978,786,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,86,400m Individual Medley,Boys 13,06:10.00,08/03/2024 10:34:00,17,17,/LeagueTable/AthleticsDisciplineResults/47667?isModal=True,1,1,17,2024-03-08 00:00:00,2024,10:34:00,Passed
2979,787,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,88,400m Individual Medley,Boys 14,05:50.00,08/03/2024 10:47:00,20,18,/LeagueTable/AthleticsDisciplineResults/47679?isModal=True,1,1,18,2024-03-08 00:00:00,2024,10:47:00,Passed
2980,788,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,89,4X50m Medley Relay,Girls 12-13,00:00.00,08/03/2024 11:00:00,100,80,/LeagueTable/AthleticsDisciplineResults/47692?isModal=True,1,1,80,2024-03-08 00:00:00,2024,11:00:00,Passed
2981,789,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,90,4X50m Medley Relay,Boys 12,00:00.00,08/03/2024 11:10:00,99,80,/LeagueTable/AthleticsDisciplineResults/47694?isModal=True,1,1,80,2024-03-08 00:00:00,2024,11:10:00,Passed
2982,790,אליפות ישראל arena לצעירים בבריכות קצרות,comp.asp?compID=471,48,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10309,92,4X50m Medley Relay,,00:00.00,08/03/2024 11:20:00,105,80,/LeagueTable/AthleticsDisciplineResults/47696?isModal=True,1,1,80,2024-03-08 00:00:00,2024,11:20:00,Passed
2983,791,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,1,50m Backstroke,Women 20-99,00:00.00,08/03/2024 15:30:00,11,11,/LeagueTable/AthleticsDisciplineResults/47028?isModal=True,1,1,11,2024-03-08 00:00:00,2024,15:30:00,Passed
2984,792,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,2,50m Backstroke,Man 20-99,00:00.00,08/03/2024 15:34:00,12,12,/LeagueTable/AthleticsDisciplineResults/47023?isModal=True,1,1,12,2024-03-08 00:00:00,2024,15:34:00,Passed
2985,793,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,3,50m Breaststroke,Women 20-99,00:00.00,08/03/2024 15:38:00,8,8,/LeagueTable/AthleticsDisciplineResults/47030?isModal=True,1,1,8,2024-03-08 00:00:00,2024,15:38:00,Passed
2986,794,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,4,50m Breaststroke,Man 20-99,00:00.00,08/03/2024 15:42:00,20,20,/LeagueTable/AthleticsDisciplineResults/47025?isModal=True,1,1,20,2024-03-08 00:00:00,2024,15:42:00,Passed
2987,795,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,5,50m Butterfly,Women 20-99,00:00.00,08/03/2024 15:48:00,9,9,/LeagueTable/AthleticsDisciplineResults/47031?isModal=True,1,1,9,2024-03-08 00:00:00,2024,15:48:00,Passed
2988,796,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,6,50m Butterfly,Man 20-99,00:00.00,08/03/2024 15:52:00,14,14,/LeagueTable/AthleticsDisciplineResults/47026?isModal=True,1,1,14,2024-03-08 00:00:00,2024,15:52:00,Passed
2989,797,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,7,100m Individual Medley,Women 20-99,00:00.00,08/03/2024 15:56:00,7,7,/LeagueTable/AthleticsDisciplineResults/47027?isModal=True,1,1,7,2024-03-08 00:00:00,2024,15:56:00,Passed
2990,798,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,8,100m Individual Medley,Man 20-99,00:00.00,08/03/2024 15:59:00,21,21,/LeagueTable/AthleticsDisciplineResults/47022?isModal=True,1,1,21,2024-03-08 00:00:00,2024,15:59:00,Passed
2991,799,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,9,50m Freestyle,Women 20-99,00:00.00,08/03/2024 16:08:00,11,11,/LeagueTable/AthleticsDisciplineResults/47029?isModal=True,1,1,11,2024-03-08 00:00:00,2024,16:08:00,Passed
2992,800,ליגה מאסטר פאסטר,comp.asp?compID=1505,49,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10233,10,50m Freestyle,Man 20-99,00:00.00,08/03/2024 16:12:00,28,28,/LeagueTable/AthleticsDisciplineResults/47024?isModal=True,1,1,28,2024-03-08 00:00:00,2024,16:12:00,Passed
2993,801,ליגה נוער ובוגרים צפון - ביאליק,comp.asp?compID=1511,50,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10337,1,100m Breaststroke,Women 14-99,00:00.00,08/03/2024 15:10:00,15,11,/LeagueTable/AthleticsDisciplineResults/48012?isModal=True,1,1,11,2024-03-08 00:00:00,2024,15:10:00,Passed
